partner_id	evaluationId	announcementId	announcementNo	announcementTitle	branchName	workStatus	evaluationStatus	priority	bidType	category	prefecture	publishDate	deadline	evaluatedAt	organization
ptn-104	761	ann-127	127	歩道橋設置工事（第一工区）	静岡支店	not_started	unmet	5	designated_competitive	土木工事	石川県	2025-11-21	2025-12-28	2025-11-23T13:40:00	UR都市機構 東日本都市再生本部
ptn-104	722	ann-121	121	令和6年度 北地区道路区画線設置工事	仙台支店	not_started	all_met	3	open_competitive	塗装工事	神奈川県	2025-11-28	2025-12-27	2025-11-30T10:07:00	NEXCO東日本
ptn-104	735	ann-123	123	橋梁補修工事（第3期）	四国支店	in_progress	other_only_unmet	4	open_competitive	土木工事	神奈川県	2025-11-28	2025-12-27	2025-12-01T14:38:00	NEXCO西日本
ptn-105	846	ann-141	141	令和8年度 北地区トンネル照明更新工事	北陸支店	in_progress	unmet	4	designated_competitive	電気工事	京都	2025-11-27	2026-01-02	2025-11-30T17:35:00	愛知県 建設局
ptn-105	833	ann-139	139	乙調整池整備工事その9	札幌支店	not_started	unmet	3	open_competitive	土木工事	滋賀県	2025-11-30	2026-01-01	2025-12-02T13:04:00	神奈川県 県土整備局
ptn-105	807	ann-135	135	排水機場整備工事（A地区・第5工区）	広島支店	in_progress	other_only_unmet	5	other	機械設備工事	愛知県	2025-11-22	2025-12-31	2025-11-25T14:02:00	東京都 建設局
ptn-105	820	ann-137	137	樋門補修工事（C工区）	九州支店	completed	unmet	5	open_competitive	土木工事	愛知県	2025-11-20	2025-12-31	2025-11-21T09:33:00	東京都 水道局
ptn-105	781	ann-131	131	令和7年度 上流地区河川護岸工事	神戸支店	not_started	all_met	4	open_counter	土木工事	長野県	2025-11-27	2025-12-30	2025-11-28T15:00:00	東日本高速道路株式会社 関東支社
ptn-105	794	ann-133	133	河川改修工事（第3期）	東北支店	not_started	all_met	5	opinion_request	土木工事	静岡県	2025-11-30	2025-12-30	2025-12-02T10:31:00	関西エアポート株式会社
ptn-105	768	ann-128	128	橋梁床版補修工事（第8期）	横浜支店	in_progress	unmet	2	negotiated_contract	土木工事	福井県	2025-11-29	2025-12-29	2025-12-02T11:29:00	UR都市機構 西日本支社
ptn-105	755	ann-126	126	令和8年度 本地区橋梁架替工事	新潟支店	in_progress	unmet	5	designated_competitive	土木工事	富山県	2025-11-21	2025-12-28	2025-11-23T16:58:00	本州四国連絡高速道路株式会社
ptn-105	729	ann-122	122	防護柵設置工事（南工区）	北陸支店	completed	other_only_unmet	4	open_competitive	土木工事	神奈川県	2025-11-16	2025-12-27	2025-11-19T17:56:00	NEXCO中日本
ptn-105	742	ann-124	124	西橋梁耐震補強工事その4	名古屋支店	not_started	unmet	5	open_competitive	土木工事	神奈川県	2025-11-28	2025-12-27	2025-11-29T12:27:00	首都高速道路株式会社
ptn-106															
ptn-107	743	ann-124	124	西橋梁耐震補強工事その4	京都支店	not_started	unmet	5	open_competitive	土木工事	神奈川県	2025-11-28	2025-12-27	2025-11-30T13:34:00	首都高速道路株式会社
ptn-108	763	ann-128	128	橋梁床版補修工事（第8期）	仙台支店	not_started	all_met	4	negotiated_contract	土木工事	福井県	2025-11-29	2025-12-29	2025-11-30T15:54:00	UR都市機構 西日本支社
ptn-108	750	ann-125	125	橋梁塗装工事（中央地区・第5工区）	東北支店	completed	unmet	5	open_competitive	塗装工事	新潟県	2025-11-20	2025-12-28	2025-11-23T11:23:00	阪神高速道路株式会社
ptn-109	783	ann-131	131	令和7年度 上流地区河川護岸工事	名古屋支店	not_started	other_only_unmet	5	open_counter	土木工事	長野県	2025-11-27	2025-12-30	2025-11-30T17:14:00	東日本高速道路株式会社 関東支社
ptn-109	770	ann-129	129	第三橋梁伸縮装置補修工事その9	北陸支店	completed	all_met	4	planning_competition	土木工事	山梨県	2025-11-20	2025-12-29	2025-11-22T13:43:00	水資源機構
ptn-109	757	ann-127	127	歩道橋設置工事（第一工区）	札幌支店	in_progress	all_met	3	designated_competitive	土木工事	石川県	2025-11-21	2025-12-28	2025-11-22T09:12:00	UR都市機構 東日本都市再生本部
ptn-110	790	ann-132	132	河川浚渫工事（下流工区）	千葉支店	completed	unmet	5	document_request	土木工事	岐阜県	2025-11-27	2025-12-30	2025-11-28T15:03:00	成田国際空港株式会社
ptn-110	803	ann-134	134	右岸堤防補強工事その4	東京支店	not_started	unmet	2	unknown	土木工事	静岡県	2025-11-25	2025-12-30	2025-11-27T10:34:00	中部国際空港株式会社
ptn-110	764	ann-128	128	橋梁床版補修工事（第8期）	静岡支店	not_started	all_met	4	negotiated_contract	土木工事	福井県	2025-11-29	2025-12-29	2025-12-01T16:01:00	UR都市機構 西日本支社
ptn-110	777	ann-130	130	橋梁支承補修工事（第四地区・第10工区）	大阪支店	in_progress	other_only_unmet	5	preferred_designation	土木工事	長野県	2025-12-01	2025-12-29	2025-12-04T11:32:00	鉄道建設・運輸施設整備支援機構
ptn-111	823	ann-138	138	河川環境整備工事（第8期）	九州支店	not_started	all_met	5	open_competitive	土木工事	三重県	2025-11-26	2026-01-01	2025-11-27T12:54:00	東京都 港湾局
ptn-111	810	ann-135	135	排水機場整備工事（A地区・第5工区）	関東支店	completed	unmet	3	other	機械設備工事	愛知県	2025-11-22	2025-12-31	2025-11-25T17:23:00	東京都 建設局
ptn-111	784	ann-131	131	令和7年度 上流地区河川護岸工事	京都支店	not_started	unmet	5	open_counter	土木工事	長野県	2025-11-27	2025-12-30	2025-11-28T09:21:00	東日本高速道路株式会社 関東支社
ptn-111	797	ann-133	133	河川改修工事（第3期）	本店	in_progress	unmet	1	opinion_request	土木工事	静岡県	2025-11-30	2025-12-30	2025-12-02T13:52:00	関西エアポート株式会社
ptn-111	771	ann-129	129	第三橋梁伸縮装置補修工事その9	横浜支店	not_started	other_only_unmet	5	planning_competition	土木工事	山梨県	2025-11-20	2025-12-29	2025-11-23T14:50:00	水資源機構
ptn-112	843	ann-141	141	令和8年度 北地区トンネル照明更新工事	静岡支店	not_started	other_only_unmet	5	designated_competitive	電気工事	京都	2025-11-27	2026-01-02	2025-11-30T14:14:00	愛知県 建設局
ptn-112	830	ann-139	139	乙調整池整備工事その9	福岡支店	completed	all_met	5	open_competitive	土木工事	滋賀県	2025-11-30	2026-01-01	2025-12-02T10:43:00	神奈川県 県土整備局
ptn-112	817	ann-137	137	樋門補修工事（C工区）	四国支店	in_progress	all_met	4	open_competitive	土木工事	愛知県	2025-11-20	2025-12-31	2025-11-21T15:12:00	東京都 水道局
ptn-112	791	ann-132	132	河川浚渫工事（下流工区）	東北支店	not_started	unmet	1	document_request	土木工事	岐阜県	2025-11-27	2025-12-30	2025-11-29T16:10:00	成田国際空港株式会社
ptn-112	804	ann-134	134	右岸堤防補強工事その4	広島支店	not_started	unmet	3	unknown	土木工事	静岡県	2025-11-25	2025-12-30	2025-11-28T11:41:00	中部国際空港株式会社
ptn-112	778	ann-130	130	橋梁支承補修工事（第四地区・第10工区）	神戸支店	in_progress	unmet	5	preferred_designation	土木工事	長野県	2025-12-01	2025-12-29	2025-12-02T12:39:00	鉄道建設・運輸施設整備支援機構
ptn-113	850	ann-142	142	トンネル換気設備工事（南工区）	横浜支店	completed	unmet	2	designated_competitive	機械設備工事	大阪府	2025-11-28	2026-01-02	2025-11-29T12:03:00	埼玉県 県土整備部
ptn-113	863	ann-144	144	西トンネル内装板補修工事その4	京都支店	not_started	unmet	4	planning_competition	土木工事	大阪府	2025-12-02	2026-01-02	2025-12-04T16:34:00	北海道 建設部
ptn-113	824	ann-138	138	河川環境整備工事（第8期）	名古屋支店	not_started	all_met	5	open_competitive	土木工事	三重県	2025-11-26	2026-01-01	2025-11-28T13:01:00	東京都 港湾局
ptn-113	837	ann-140	140	トンネル補修工事（丙地区・第10工区）	新潟支店	in_progress	other_only_unmet	5	open_competitive	土木工事	京都	2025-11-28	2026-01-01	2025-12-01T17:32:00	大阪府 都市整備部
ptn-113	811	ann-136	136	令和6年度 B地区水門改修工事	北陸支店	not_started	all_met	4	open_competitive	機械設備工事	愛知県	2025-12-03	2025-12-31	2025-12-04T09:30:00	東京都 下水道局
ptn-113	785	ann-131	131	令和7年度 上流地区河川護岸工事	沖縄支店	in_progress	unmet	5	open_counter	土木工事	長野県	2025-11-27	2025-12-30	2025-11-29T10:28:00	東日本高速道路株式会社 関東支社
ptn-113	798	ann-133	133	河川改修工事（第3期）	仙台支店	in_progress	unmet	3	opinion_request	土木工事	静岡県	2025-11-30	2025-12-30	2025-12-03T14:59:00	関西エアポート株式会社
ptn-114	883	ann-148	148	学校校舎改修工事（第8期）	仙台支店	not_started	all_met	5	opinion_request	建築工事	兵庫県	2025-12-01	2026-01-04	2025-12-02T09:54:00	静岡県 交通基盤部
ptn-114	870	ann-145	145	庁舎改修工事（中央地区・第5工区）	東北支店	completed	unmet	4	preferred_designation	建築工事	大阪府	2025-11-29	2026-01-03	2025-12-02T14:23:00	福岡県 県土整備部
ptn-114	844	ann-141	141	令和8年度 北地区トンネル照明更新工事	東京支店	not_started	unmet	2	designated_competitive	電気工事	京都	2025-11-27	2026-01-02	2025-11-28T15:21:00	愛知県 建設局
ptn-114	857	ann-143	143	トンネル防災設備工事（第3期）	神戸支店	in_progress	unmet	3	negotiated_contract	電気工事	大阪府	2025-11-25	2026-01-02	2025-11-27T10:52:00	千葉県 県土整備部
ptn-114	831	ann-139	139	乙調整池整備工事その9	千葉支店	not_started	other_only_unmet	5	open_competitive	土木工事	滋賀県	2025-11-30	2026-01-01	2025-12-03T11:50:00	神奈川県 県土整備局
ptn-114	805	ann-135	135	排水機場整備工事（A地区・第5工区）	静岡支店	in_progress	all_met	4	other	機械設備工事	愛知県	2025-11-22	2025-12-31	2025-11-23T12:48:00	東京都 建設局
ptn-114	818	ann-137	137	樋門補修工事（C工区）	大阪支店	in_progress	all_met	5	open_competitive	土木工事	愛知県	2025-11-20	2025-12-31	2025-11-22T16:19:00	東京都 水道局
ptn-114	792	ann-132	132	河川浚渫工事（下流工区）	札幌支店	not_started	unmet	3	document_request	土木工事	岐阜県	2025-11-27	2025-12-30	2025-11-30T17:17:00	成田国際空港株式会社
ptn-115	903	ann-151	151	令和6年度 上流地区警察署改修工事	名古屋支店	not_started	other_only_unmet	3	open_competitive	建築工事	和歌山県	2025-11-28	2026-01-05	2025-12-01T11:14:00	京都府 建設交通部
ptn-115	890	ann-149	149	第三学校耐震補強工事その9	北陸支店	completed	all_met	1	unknown	建築工事	兵庫県	2025-11-25	2026-01-04	2025-11-27T16:43:00	茨城県 土木部
ptn-115	877	ann-147	147	学校体育館建設工事（第一工区）	札幌支店	in_progress	all_met	5	document_request	建築工事	兵庫県	2025-12-02	2026-01-03	2025-12-03T12:12:00	広島県 土木建築局
ptn-115	851	ann-142	142	トンネル換気設備工事（南工区）	関東支店	not_started	unmet	3	designated_competitive	機械設備工事	大阪府	2025-11-28	2026-01-02	2025-11-30T13:10:00	埼玉県 県土整備部
ptn-115	864	ann-144	144	西トンネル内装板補修工事その4	沖縄支店	not_started	unmet	4	planning_competition	土木工事	大阪府	2025-12-02	2026-01-02	2025-12-05T17:41:00	北海道 建設部
ptn-115	825	ann-138	138	河川環境整備工事（第8期）	京都支店	in_progress	other_only_unmet	5	open_competitive	土木工事	三重県	2025-11-26	2026-01-01	2025-11-29T14:08:00	東京都 港湾局
ptn-115	838	ann-140	140	トンネル補修工事（丙地区・第10工区）	本店	in_progress	unmet	2	open_competitive	土木工事	京都	2025-11-28	2026-01-01	2025-11-29T09:39:00	大阪府 都市整備部
ptn-115	812	ann-136	136	令和6年度 B地区水門改修工事	横浜支店	not_started	all_met	5	open_competitive	機械設備工事	愛知県	2025-12-03	2025-12-31	2025-12-05T10:37:00	東京都 下水道局
ptn-115	799	ann-134	134	右岸堤防補強工事その4	新潟支店	completed	all_met	4	unknown	土木工事	静岡県	2025-11-25	2025-12-30	2025-11-26T15:06:00	中部国際空港株式会社
ptn-116	910	ann-152	152	図書館建設工事（下流工区）	千葉支店	completed	unmet	4	open_competitive	建築工事	鳥取県	2025-11-25	2026-01-05	2025-11-26T09:03:00	新潟県 土木部
ptn-116	923	ann-154	154	右岸市民会館改修工事その4	東京支店	not_started	unmet	5	open_competitive	建築工事	岡山県	2025-11-25	2026-01-05	2025-11-27T13:34:00	長野県 建設部
ptn-116	884	ann-148	148	学校校舎改修工事（第8期）	静岡支店	not_started	all_met	5	opinion_request	建築工事	兵庫県	2025-12-01	2026-01-04	2025-12-03T10:01:00	静岡県 交通基盤部
ptn-116	897	ann-150	150	消防署建設工事（第四地区・第10工区）	大阪支店	in_progress	other_only_unmet	3	other	建築工事	奈良県	2025-11-27	2026-01-04	2025-11-30T14:32:00	兵庫県 県土整備部
ptn-116	871	ann-146	146	令和7年度 本地区庁舎建替工事	福岡支店	not_started	all_met	5	open_counter	建築工事	大阪府	2025-12-01	2026-01-03	2025-12-02T15:30:00	宮城県 土木部
ptn-116	845	ann-141	141	令和8年度 北地区トンネル照明更新工事	広島支店	in_progress	unmet	3	designated_competitive	電気工事	京都	2025-11-27	2026-01-02	2025-11-29T16:28:00	愛知県 建設局
ptn-116	858	ann-143	143	トンネル防災設備工事（第3期）	九州支店	in_progress	unmet	4	negotiated_contract	電気工事	大阪府	2025-11-25	2026-01-02	2025-11-28T11:59:00	千葉県 県土整備部
ptn-116	832	ann-139	139	乙調整池整備工事その9	東北支店	not_started	unmet	2	open_competitive	土木工事	滋賀県	2025-11-30	2026-01-01	2025-12-01T12:57:00	神奈川県 県土整備局
ptn-116	806	ann-135	135	排水機場整備工事（A地区・第5工区）	東京支店	in_progress	all_met	5	other	機械設備工事	愛知県	2025-11-22	2025-12-31	2025-11-24T13:55:00	東京都 建設局
ptn-116	819	ann-137	137	樋門補修工事（C工区）	神戸支店	completed	other_only_unmet	5	open_competitive	土木工事	愛知県	2025-11-20	2025-12-31	2025-11-23T17:26:00	東京都 水道局
ptn-117	930	ann-155	155	市営住宅外壁改修工事（A地区・第5工区）	関東支店	completed	unmet	5	open_competitive	建築工事	広島県	2025-12-04	2026-01-06	2025-12-07T11:23:00	群馬県 県土整備部
ptn-117	904	ann-151	151	令和6年度 上流地区警察署改修工事	京都支店	not_started	unmet	4	open_competitive	建築工事	和歌山県	2025-11-28	2026-01-05	2025-11-29T12:21:00	京都府 建設交通部
ptn-117	917	ann-153	153	公民館改修工事（第3期）	本店	in_progress	unmet	4	open_competitive	建築工事	島根県	2025-11-30	2026-01-05	2025-12-02T16:52:00	岡山県 土木部
ptn-117	891	ann-149	149	第三学校耐震補強工事その9	横浜支店	not_started	other_only_unmet	3	unknown	建築工事	兵庫県	2025-11-25	2026-01-04	2025-11-28T17:50:00	茨城県 土木部
ptn-117	865	ann-145	145	庁舎改修工事（中央地区・第5工区）	名古屋支店	in_progress	all_met	5	preferred_designation	建築工事	大阪府	2025-11-29	2026-01-03	2025-11-30T09:48:00	福岡県 県土整備部
ptn-117	878	ann-147	147	学校体育館建設工事（第一工区）	新潟支店	in_progress	all_met	5	document_request	建築工事	兵庫県	2025-12-02	2026-01-03	2025-12-04T13:19:00	広島県 土木建築局
ptn-117	852	ann-142	142	トンネル換気設備工事（南工区）	四国支店	not_started	unmet	4	designated_competitive	機械設備工事	大阪府	2025-11-28	2026-01-02	2025-12-01T14:17:00	埼玉県 県土整備部
ptn-117	826	ann-138	138	河川環境整備工事（第8期）	沖縄支店	in_progress	unmet	1	open_competitive	土木工事	三重県	2025-11-26	2026-01-01	2025-11-27T15:15:00	東京都 港湾局
ptn-117	839	ann-140	140	トンネル補修工事（丙地区・第10工区）	仙台支店	completed	unmet	3	open_competitive	土木工事	京都	2025-11-28	2026-01-01	2025-11-30T10:46:00	大阪府 都市整備部
ptn-117	813	ann-136	136	令和6年度 B地区水門改修工事	関東支店	not_started	other_only_unmet	5	open_competitive	機械設備工事	愛知県	2025-12-03	2025-12-31	2025-12-06T11:44:00	東京都 下水道局
ptn-118	937	ann-157	157	市営住宅給排水設備工事（C工区）	四国支店	in_progress	all_met	2	designated_competitive	管工事	広島県	2025-12-09	2026-01-06	2025-12-10T09:12:00	岐阜県 県土整備部
ptn-118	911	ann-152	152	図書館建設工事（下流工区）	東北支店	not_started	unmet	4	open_competitive	建築工事	鳥取県	2025-11-25	2026-01-05	2025-11-27T10:10:00	新潟県 土木部
ptn-118	924	ann-154	154	右岸市民会館改修工事その4	広島支店	not_started	unmet	5	open_competitive	建築工事	岡山県	2025-11-25	2026-01-05	2025-11-28T14:41:00	長野県 建設部
ptn-118	885	ann-148	148	学校校舎改修工事（第8期）	東京支店	in_progress	other_only_unmet	3	opinion_request	建築工事	兵庫県	2025-12-01	2026-01-04	2025-12-04T11:08:00	静岡県 交通基盤部
ptn-118	898	ann-150	150	消防署建設工事（第四地区・第10工区）	神戸支店	in_progress	unmet	4	other	建築工事	奈良県	2025-11-27	2026-01-04	2025-11-28T15:39:00	兵庫県 県土整備部
ptn-118	872	ann-146	146	令和7年度 本地区庁舎建替工事	千葉支店	not_started	all_met	5	open_counter	建築工事	大阪府	2025-12-01	2026-01-03	2025-12-03T16:37:00	宮城県 土木部
ptn-118	846	ann-141	141	令和8年度 北地区トンネル照明更新工事	北陸支店	in_progress	unmet	4	designated_competitive	電気工事	京都	2025-11-27	2026-01-02	2025-11-30T17:35:00	愛知県 建設局
ptn-118	859	ann-144	144	西トンネル内装板補修工事その4	大阪支店	completed	all_met	5	planning_competition	土木工事	大阪府	2025-12-02	2026-01-02	2025-12-03T12:06:00	北海道 建設部
ptn-118	833	ann-139	139	乙調整池整備工事その9	札幌支店	not_started	unmet	3	open_competitive	土木工事	滋賀県	2025-11-30	2026-01-01	2025-12-02T13:04:00	神奈川県 県土整備局
ptn-118	820	ann-137	137	樋門補修工事（C工区）	九州支店	completed	unmet	5	open_competitive	土木工事	愛知県	2025-11-20	2025-12-31	2025-11-21T09:33:00	東京都 水道局
ptn-119	944	ann-158	158	市営住宅エレベーター更新工事（第8期）	名古屋支店	not_started	all_met	3	negotiated_contract	機械設備工事	山口県	2025-12-10	2026-01-07	2025-12-12T16:01:00	三重県 県土整備部
ptn-119	931	ann-156	156	令和8年度 B地区市営住宅屋上防水工事	北陸支店	not_started	all_met	2	designated_competitive	防水工事	広島県	2025-12-03	2026-01-06	2025-12-04T12:30:00	栃木県 県土整備部
ptn-119	905	ann-151	151	令和6年度 上流地区警察署改修工事	沖縄支店	in_progress	unmet	4	open_competitive	建築工事	和歌山県	2025-11-28	2026-01-05	2025-11-30T13:28:00	京都府 建設交通部
ptn-119	918	ann-153	153	公民館改修工事（第3期）	仙台支店	in_progress	unmet	5	open_competitive	建築工事	島根県	2025-11-30	2026-01-05	2025-12-03T17:59:00	岡山県 土木部
ptn-119	892	ann-149	149	第三学校耐震補強工事その9	関東支店	not_started	unmet	4	unknown	建築工事	兵庫県	2025-11-25	2026-01-04	2025-11-26T09:57:00	茨城県 土木部
ptn-119	866	ann-145	145	庁舎改修工事（中央地区・第5工区）	京都支店	in_progress	all_met	5	preferred_designation	建築工事	大阪府	2025-11-29	2026-01-03	2025-12-01T10:55:00	福岡県 県土整備部
ptn-119	879	ann-147	147	学校体育館建設工事（第一工区）	本店	completed	other_only_unmet	2	document_request	建築工事	兵庫県	2025-12-02	2026-01-03	2025-12-05T14:26:00	広島県 土木建築局
ptn-119	853	ann-143	143	トンネル防災設備工事（第3期）	横浜支店	not_started	all_met	5	negotiated_contract	電気工事	大阪府	2025-11-25	2026-01-02	2025-11-26T15:24:00	千葉県 県土整備部
ptn-119	827	ann-138	138	河川環境整備工事（第8期）	福岡支店	in_progress	unmet	3	open_competitive	土木工事	三重県	2025-11-26	2026-01-01	2025-11-28T16:22:00	東京都 港湾局
ptn-119	840	ann-140	140	トンネル補修工事（丙地区・第10工区）	静岡支店	completed	unmet	4	open_competitive	土木工事	京都	2025-11-28	2026-01-01	2025-12-01T11:53:00	大阪府 都市整備部
ptn-120	951	ann-159	159	乙福祉センター建設工事その9	千葉支店	not_started	other_only_unmet	4	planning_competition	建築工事	山口県	2025-11-29	2026-01-07	2025-12-02T14:50:00	滋賀県 土木交通部
ptn-120	925	ann-155	155	市営住宅外壁改修工事（A地区・第5工区）	静岡支店	in_progress	all_met	1	open_competitive	建築工事	広島県	2025-12-04	2026-01-06	2025-12-05T15:48:00	群馬県 県土整備部
ptn-120	938	ann-157	157	市営住宅給排水設備工事（C工区）	大阪支店	in_progress	all_met	3	designated_competitive	管工事	広島県	2025-12-09	2026-01-06	2025-12-11T10:19:00	岐阜県 県土整備部
ptn-120	912	ann-152	152	図書館建設工事（下流工区）	札幌支店	not_started	unmet	5	open_competitive	建築工事	鳥取県	2025-11-25	2026-01-05	2025-11-28T11:17:00	新潟県 土木部
ptn-120	886	ann-148	148	学校校舎改修工事（第8期）	広島支店	in_progress	unmet	3	opinion_request	建築工事	兵庫県	2025-12-01	2026-01-04	2025-12-02T12:15:00	静岡県 交通基盤部
ptn-120	899	ann-150	150	消防署建設工事（第四地区・第10工区）	九州支店	completed	unmet	4	other	建築工事	奈良県	2025-11-27	2026-01-04	2025-11-29T16:46:00	兵庫県 県土整備部
ptn-120	873	ann-146	146	令和7年度 本地区庁舎建替工事	東北支店	not_started	other_only_unmet	2	open_counter	建築工事	大阪府	2025-12-01	2026-01-03	2025-12-04T17:44:00	宮城県 土木部
ptn-120	847	ann-142	142	トンネル換気設備工事（南工区）	東京支店	in_progress	all_met	5	designated_competitive	機械設備工事	大阪府	2025-11-28	2026-01-02	2025-11-29T09:42:00	埼玉県 県土整備部
ptn-120	860	ann-144	144	西トンネル内装板補修工事その4	神戸支店	completed	all_met	5	planning_competition	土木工事	大阪府	2025-12-02	2026-01-02	2025-12-04T13:13:00	北海道 建設部
ptn-120	834	ann-139	139	乙調整池整備工事その9	新潟支店	not_started	unmet	4	open_competitive	土木工事	滋賀県	2025-11-30	2026-01-01	2025-12-03T14:11:00	神奈川県 県土整備局
ptn-121															
ptn-122	848	ann-142	142	トンネル換気設備工事（南工区）	広島支店	in_progress	all_met	5	designated_competitive	機械設備工事	大阪府	2025-11-28	2026-01-02	2025-11-30T10:49:00	埼玉県 県土整備部
ptn-123	868	ann-145	145	庁舎改修工事（中央地区・第5工区）	福岡支店	in_progress	unmet	3	preferred_designation	建築工事	大阪府	2025-11-29	2026-01-03	2025-11-30T12:09:00	福岡県 県土整備部
ptn-123	855	ann-143	143	トンネル防災設備工事（第3期）	四国支店	in_progress	other_only_unmet	1	negotiated_contract	電気工事	大阪府	2025-11-25	2026-01-02	2025-11-28T17:38:00	千葉県 県土整備部
ptn-124	888	ann-148	148	学校校舎改修工事（第8期）	横浜支店	in_progress	unmet	5	opinion_request	建築工事	兵庫県	2025-12-01	2026-01-04	2025-12-04T14:29:00	静岡県 交通基盤部
ptn-124	875	ann-146	146	令和7年度 本地区庁舎建替工事	新潟支店	in_progress	unmet	4	open_counter	建築工事	大阪府	2025-12-01	2026-01-03	2025-12-03T10:58:00	宮城県 土木部
ptn-124	862	ann-144	144	西トンネル内装板補修工事その4	名古屋支店	not_started	unmet	3	planning_competition	土木工事	大阪府	2025-12-02	2026-01-02	2025-12-03T15:27:00	北海道 建設部
ptn-125	908	ann-152	152	図書館建設工事（下流工区）	沖縄支店	in_progress	all_met	2	open_competitive	建築工事	鳥取県	2025-11-25	2026-01-05	2025-11-27T16:49:00	新潟県 土木部
ptn-125	895	ann-150	150	消防署建設工事（第四地区・第10工区）	関東支店	in_progress	all_met	5	other	建築工事	奈良県	2025-11-27	2026-01-04	2025-11-28T12:18:00	兵庫県 県土整備部
ptn-125	869	ann-145	145	庁舎改修工事（中央地区・第5工区）	千葉支店	completed	unmet	4	preferred_designation	建築工事	大阪府	2025-11-29	2026-01-03	2025-12-01T13:16:00	福岡県 県土整備部
ptn-125	882	ann-147	147	学校体育館建設工事（第一工区）	東京支店	not_started	unmet	4	document_request	建築工事	兵庫県	2025-12-02	2026-01-03	2025-12-05T17:47:00	広島県 土木建築局
ptn-126	928	ann-155	155	市営住宅外壁改修工事（A地区・第5工区）	北陸支店	in_progress	unmet	4	open_competitive	建築工事	広島県	2025-12-04	2026-01-06	2025-12-05T09:09:00	群馬県 県土整備部
ptn-126	902	ann-151	151	令和6年度 上流地区警察署改修工事	九州支店	not_started	all_met	2	open_competitive	建築工事	和歌山県	2025-11-28	2026-01-05	2025-11-30T10:07:00	京都府 建設交通部
ptn-126	915	ann-153	153	公民館改修工事（第3期）	札幌支店	in_progress	other_only_unmet	3	open_competitive	建築工事	島根県	2025-11-30	2026-01-05	2025-12-03T14:38:00	岡山県 土木部
ptn-126	889	ann-149	149	第三学校耐震補強工事その9	広島支店	completed	all_met	5	unknown	建築工事	兵庫県	2025-11-25	2026-01-04	2025-11-26T15:36:00	茨城県 土木部
ptn-126	876	ann-146	146	令和7年度 本地区庁舎建替工事	本店	in_progress	unmet	4	open_counter	建築工事	大阪府	2025-12-01	2026-01-03	2025-12-04T11:05:00	宮城県 土木部
ptn-127	948	ann-158	158	市営住宅エレベーター更新工事（第8期）	千葉支店	in_progress	unmet	5	negotiated_contract	機械設備工事	山口県	2025-12-10	2026-01-07	2025-12-13T11:29:00	三重県 県土整備部
ptn-127	935	ann-156	156	令和8年度 B地区市営住宅屋上防水工事	大阪支店	in_progress	unmet	5	designated_competitive	防水工事	広島県	2025-12-03	2026-01-06	2025-12-05T16:58:00	栃木県 県土整備部
ptn-127	909	ann-152	152	図書館建設工事（下流工区）	福岡支店	completed	other_only_unmet	3	open_competitive	建築工事	鳥取県	2025-11-25	2026-01-05	2025-11-28T17:56:00	新潟県 土木部
ptn-127	922	ann-154	154	右岸市民会館改修工事その4	静岡支店	not_started	unmet	4	open_competitive	建築工事	岡山県	2025-11-25	2026-01-05	2025-11-26T12:27:00	長野県 建設部
ptn-127	883	ann-148	148	学校校舎改修工事（第8期）	仙台支店	not_started	all_met	5	opinion_request	建築工事	兵庫県	2025-12-01	2026-01-04	2025-12-02T09:54:00	静岡県 交通基盤部
ptn-127	896	ann-150	150	消防署建設工事（第四地区・第10工区）	四国支店	in_progress	all_met	1	other	建築工事	奈良県	2025-11-27	2026-01-04	2025-11-29T13:25:00	兵庫県 県土整備部
ptn-128	968	ann-162	162	市民プール改修工事（南工区）	広島支店	in_progress	all_met	4	document_request	建築工事	愛媛県	2025-12-06	2026-01-08	2025-12-08T13:49:00	鳥取県 県土整備部
ptn-128	955	ann-160	160	保健センター改修工事（丙地区・第10工区）	東北支店	in_progress	all_met	3	preferred_designation	建築工事	徳島県	2025-12-06	2026-01-07	2025-12-07T09:18:00	奈良県 県土マネジメント部
ptn-128	929	ann-155	155	市営住宅外壁改修工事（A地区・第5工区）	横浜支店	completed	unmet	5	open_competitive	建築工事	広島県	2025-12-04	2026-01-06	2025-12-06T10:16:00	群馬県 県土整備部
ptn-128	942	ann-157	157	市営住宅給排水設備工事（C工区）	京都支店	not_started	unmet	5	designated_competitive	管工事	広島県	2025-12-09	2026-01-06	2025-12-12T14:47:00	岐阜県 県土整備部
ptn-128	903	ann-151	151	令和6年度 上流地区警察署改修工事	名古屋支店	not_started	other_only_unmet	3	open_competitive	建築工事	和歌山県	2025-11-28	2026-01-05	2025-12-01T11:14:00	京都府 建設交通部
ptn-128	916	ann-153	153	公民館改修工事（第3期）	新潟支店	in_progress	unmet	4	open_competitive	建築工事	島根県	2025-11-30	2026-01-05	2025-12-01T15:45:00	岡山県 土木部
ptn-128	890	ann-149	149	第三学校耐震補強工事その9	北陸支店	completed	all_met	1	unknown	建築工事	兵庫県	2025-11-25	2026-01-04	2025-11-27T16:43:00	茨城県 土木部
